Actual,Predictions
0,"[1.0000000e+00 9.3384556e-14 4.3880455e-11 3.1447932e-15 3.7512078e-13
 2.5991079e-14 4.3960960e-11 7.9206883e-13 2.7698555e-11 8.3424510e-11]"
6,"[1.0812673e-09 1.1591478e-13 3.3636525e-16 4.7915434e-15 1.3431811e-10
 1.2726065e-09 1.0000000e+00 5.9477599e-18 1.2165972e-12 6.0124965e-12]"
7,"[1.9253044e-09 3.7151604e-08 4.7217245e-07 1.7122790e-07 2.1802331e-09
 8.3144477e-11 5.9383258e-12 9.9999452e-01 2.1968875e-10 4.8718430e-06]"
1,"[6.9794788e-11 1.0000000e+00 8.2337082e-11 6.7702403e-15 9.4902711e-11
 3.9870024e-11 5.2515020e-11 1.2391236e-09 7.8323306e-11 9.1041889e-11]"
2,"[2.6515172e-11 2.3027140e-09 9.9999988e-01 1.3794396e-09 2.4051464e-12
 5.5489576e-14 5.7052914e-11 5.6071176e-08 4.3272386e-11 8.0261119e-12]"
5,"[1.2166141e-15 1.8593169e-14 3.6933252e-13 2.4604601e-08 2.0032956e-15
 1.0000000e+00 2.6887290e-12 6.7775532e-15 4.0237293e-13 1.2192405e-09]"
8,"[6.0534314e-14 3.8308314e-16 3.9059190e-12 6.8027188e-11 7.1791150e-15
 2.0868045e-11 5.8664293e-13 6.1932444e-16 1.0000000e+00 2.2604616e-11]"
1,"[8.6757858e-11 1.0000000e+00 1.7463895e-11 1.2533585e-14 1.6152550e-10
 2.4175981e-11 1.3166509e-11 1.8592792e-09 4.6653424e-11 2.3953972e-10]"
9,"[6.4684669e-10 1.3252977e-13 5.7913851e-11 3.0806895e-11 1.0956506e-06
 3.9653946e-13 7.6762645e-14 1.5694486e-08 2.2789912e-08 9.9999893e-01]"
3,"[5.8463245e-20 4.4936044e-11 5.6291565e-13 1.0000000e+00 6.2521962e-20
 6.1186822e-10 5.4841218e-18 3.8630760e-14 5.5272957e-13 5.6723792e-12]"
8,"[1.3820072e-13 3.1586915e-15 2.8457742e-12 2.1149331e-08 5.8028818e-14
 2.2291231e-09 2.2730505e-12 2.2555926e-13 1.0000000e+00 1.7552867e-10]"
2,"[7.9991838e-12 1.1527293e-10 1.0000000e+00 2.6412155e-11 7.7307367e-15
 1.4099287e-17 1.5756123e-10 3.8709154e-11 1.8484854e-11 1.3821002e-12]"
8,"[6.1232020e-13 1.4862497e-14 5.2488556e-12 1.8281380e-08 1.9489191e-14
 4.7505897e-09 2.9168878e-10 3.9319294e-13 1.0000000e+00 7.6373942e-11]"
7,"[7.9621942e-10 1.0399145e-04 3.2205367e-07 2.5790388e-08 7.0272387e-07
 1.9314073e-09 3.5883130e-11 9.9988055e-01 5.4269389e-10 1.4480591e-05]"
6,"[3.1620648e-09 5.0336872e-13 3.8072763e-15 7.5681208e-15 1.7204896e-10
 9.2488162e-10 1.0000000e+00 6.3838425e-17 4.2974044e-12 3.5310335e-12]"
7,"[3.6774129e-11 8.9582301e-08 1.0798287e-08 3.8507988e-09 1.9875139e-09
 1.4300909e-11 3.1540452e-13 9.9999940e-01 2.7083906e-11 4.5793212e-07]"
1,"[2.0168191e-10 1.0000000e+00 7.4610429e-11 6.6610109e-14 5.9324101e-10
 2.1647052e-10 8.9830490e-11 2.9793765e-09 2.1072523e-10 3.0990294e-10]"
4,"[3.6362661e-17 1.6263037e-10 1.1415383e-13 1.4404874e-17 1.0000000e+00
 2.2714510e-12 1.5856999e-10 3.3094857e-11 2.3116330e-10 2.4637896e-12]"
6,"[4.2673470e-08 4.7982609e-13 2.6454364e-14 1.7650738e-13 1.4577737e-09
 5.1017159e-09 1.0000000e+00 6.5599361e-16 8.0281233e-11 3.2852362e-10]"
2,"[5.4534792e-12 3.7609980e-06 9.9979919e-01 1.8940221e-04 6.4739438e-12
 1.1355772e-08 7.3995575e-06 1.2022896e-07 1.3752029e-07 2.3414528e-09]"
9,"[6.8312511e-13 3.9460796e-15 4.7733958e-13 7.4102235e-12 3.8920112e-09
 2.5357117e-13 1.0070322e-15 9.2214081e-10 1.9469308e-11 1.0000000e+00]"
3,"[2.63140378e-12 1.74527914e-09 5.39695844e-10 1.00000000e+00
 2.21354167e-15 1.09800158e-09 1.15492544e-14 6.04990580e-12
 7.76189807e-11 7.31038632e-11]"
0,"[1.00000000e+00 1.18439373e-12 7.16079756e-13 2.67918175e-12
 3.51300613e-14 7.07504402e-11 7.51157969e-10 1.00633816e-13
 2.67424607e-11 5.07885314e-12]"
1,"[1.66856129e-08 9.99985695e-01 7.24892288e-08 4.29173896e-09
 7.67387428e-06 1.12120496e-07 1.72035843e-08 3.28364052e-07
 2.87479935e-07 5.83232759e-06]"
2,"[1.21394024e-08 5.46966294e-06 9.99993563e-01 1.03648701e-10
 7.81551046e-10 1.05437116e-13 7.99655197e-07 1.91994502e-07
 4.21988711e-09 6.02635608e-10]"
3,"[7.29771694e-20 1.57209107e-10 2.84038770e-13 1.00000000e+00
 1.06847514e-19 8.92797919e-11 2.43850797e-18 1.14076337e-13
 3.73152953e-15 5.57322959e-13]"
4,"[7.68580586e-15 1.03704989e-09 3.92593597e-12 5.75111315e-15
 1.00000000e+00 2.56348523e-12 8.44600258e-12 3.02039449e-10
 1.08128534e-10 4.77639983e-10]"
5,"[7.0843554e-16 8.4111837e-15 3.9200505e-14 1.2992568e-07 2.8834004e-17
 9.9999988e-01 1.3796926e-12 6.0534738e-15 3.8537661e-14 8.5439468e-12]"
6,"[1.2503619e-07 7.8676267e-12 2.0135628e-13 2.0835844e-12 1.5463891e-10
 5.9394796e-07 9.9999928e-01 8.3492848e-16 7.2132673e-09 1.3262656e-11]"
7,"[1.6055392e-08 9.5908838e-08 3.0654369e-06 2.1232373e-07 1.7087207e-10
 5.6208354e-09 2.5271070e-11 9.9999106e-01 2.5427120e-09 5.4662805e-06]"
0,"[1.0000000e+00 5.2713613e-15 6.2710850e-14 2.9605805e-13 3.9569370e-13
 7.3355237e-12 3.2844949e-11 2.3419572e-14 2.5317467e-11 1.5682148e-11]"
1,"[2.86333712e-08 9.99987960e-01 8.42341166e-08 1.30140698e-08
 5.02777766e-06 2.74259406e-07 1.21641115e-08 9.23255641e-07
 2.75458348e-07 5.41938653e-06]"
2,"[5.5859579e-09 6.4069013e-08 9.9999988e-01 7.2949199e-12 2.7758792e-11
 2.0288360e-15 3.7684762e-09 4.3606853e-08 6.6102085e-10 2.3051472e-10]"
3,"[1.4113124e-16 3.3992451e-10 1.9644711e-10 1.0000000e+00 6.4029636e-17
 2.9315567e-10 1.4245752e-16 7.5420208e-12 2.4383607e-13 1.6861136e-12]"
4,"[8.1737573e-16 1.8787325e-09 8.5936125e-13 4.0976426e-15 1.0000000e+00
 2.8837876e-12 7.7080295e-12 1.8052462e-10 5.6716979e-12 8.6450451e-11]"
5,"[3.3523463e-13 2.5409294e-14 2.0674857e-12 5.9121959e-08 3.7995285e-15
 1.0000000e+00 7.3402867e-11 6.4949294e-14 2.6476098e-12 1.1717742e-09]"
0,"[1.0000000e+00 2.5251362e-10 7.8224580e-12 3.2902528e-10 9.0137143e-12
 1.6881959e-08 4.2432497e-08 3.2341766e-12 5.6129229e-10 1.8861637e-10]"
1,"[7.4810478e-09 9.9999106e-01 1.2013974e-08 5.5209255e-09 6.2211498e-06
 1.6308064e-07 4.2496019e-08 9.5099871e-08 1.5598587e-07 2.2844201e-06]"
2,"[5.2701967e-09 7.9972909e-07 9.9999917e-01 7.8227789e-12 8.7633248e-11
 2.0481504e-15 4.1051873e-08 4.1408345e-08 5.4333416e-10 5.7902377e-11]"
8,"[1.0135391e-04 2.4938727e-08 2.4549363e-05 2.2606045e-04 1.2020163e-06
 2.1626537e-03 3.1117690e-06 3.8271722e-08 9.9486488e-01 2.6161787e-03]"
9,"[2.4507757e-10 3.1884098e-12 6.8784062e-10 7.7588347e-10 1.3189573e-08
 8.8423807e-10 1.9345999e-11 1.5125686e-06 6.6074062e-07 9.9999774e-01]"
1,"[1.1627000e-08 9.9999404e-01 1.8596912e-08 2.5238609e-09 4.7498893e-06
 4.2577931e-08 9.3385841e-09 4.9816282e-07 4.0091450e-08 7.1152152e-07]"
4,"[9.8961369e-12 1.6200639e-08 4.4868775e-09 2.7849307e-12 9.9999809e-01
 6.5782463e-11 3.5182992e-09 2.0676447e-07 6.4806972e-07 1.0111750e-06]"
0,"[1.0000000e+00 3.4952915e-12 2.2412486e-12 1.3098572e-12 5.7581185e-14
 3.4144489e-11 1.2335741e-10 2.3387546e-12 2.2639092e-11 6.9366617e-12]"
9,"[1.1081671e-08 3.4578291e-12 3.8214609e-10 3.4030292e-10 6.0281964e-05
 2.1760399e-11 2.7486183e-10 7.0031902e-08 5.1775373e-08 9.9993968e-01]"
5,"[1.8792402e-14 2.1927997e-15 9.6236723e-13 1.1338594e-08 7.3567083e-16
 1.0000000e+00 4.3271870e-12 1.9918579e-15 2.1030932e-13 1.3357238e-10]"
0,"[1.00000000e+00 1.26886159e-13 2.29107369e-13 6.46931171e-14
 3.61801759e-16 1.39174772e-12 1.01831234e-11 5.93046256e-14
 3.70189421e-13 4.06237896e-13]"
8,"[3.8495604e-05 2.0189611e-10 1.9700839e-07 6.1624189e-05 4.6890647e-09
 3.0331366e-04 2.4090359e-06 7.1933681e-10 9.9958533e-01 8.5285001e-06]"
0,"[1.0000000e+00 1.4728493e-16 2.3811844e-14 4.5293980e-16 1.7327360e-15
 4.0839723e-15 1.3367418e-12 3.5657356e-14 3.9254976e-14 3.7755701e-13]"
7,"[1.3163522e-07 5.9153372e-06 1.2787642e-06 3.1812235e-07 1.7317740e-08
 1.9853154e-07 1.4522481e-09 9.9999034e-01 1.8753893e-08 1.8206615e-06]"
7,"[3.1675997e-09 5.6263037e-08 9.7526751e-08 1.9985005e-09 6.0764477e-11
 2.4033748e-09 1.3393471e-12 9.9999976e-01 3.5395714e-11 1.7652927e-07]"
1,"[1.5150779e-07 9.9999547e-01 2.0275499e-08 6.9286008e-09 2.6801413e-06
 6.4641469e-08 1.3572253e-07 3.7717820e-07 4.9302230e-07 5.9984467e-07]"
1,"[2.1407089e-08 9.9998891e-01 3.1949750e-08 3.2181344e-09 5.2540572e-06
 7.3812821e-08 2.5504490e-09 7.1682354e-07 2.1905373e-07 4.6893592e-06]"
2,"[8.1342236e-08 1.2232964e-04 9.9984908e-01 4.6623394e-09 1.5123740e-08
 5.2990629e-11 4.2551727e-07 2.7268399e-05 4.6483146e-07 2.7957836e-07]"
9,"[1.6570372e-09 7.5317027e-12 2.0169198e-10 1.7497920e-10 1.2145810e-04
 6.0681330e-12 1.6712999e-11 6.7755764e-08 6.9789323e-08 9.9987829e-01]"
3,"[9.8413672e-22 2.3283038e-12 4.4303376e-15 1.0000000e+00 7.9501059e-22
 3.8027178e-08 6.8737249e-18 1.0858500e-15 1.6705224e-14 9.3171998e-13]"
6,"[6.1663508e-07 4.6647797e-10 9.1455218e-13 1.4566055e-12 1.8099169e-07
 2.5589580e-07 9.9999893e-01 4.3179029e-14 4.5397108e-09 4.2979370e-10]"
7,"[1.3240832e-09 7.0962827e-08 4.5836887e-06 1.0845276e-06 1.2932012e-09
 1.2874514e-10 4.0254172e-12 9.9998796e-01 1.3367659e-09 6.3008174e-06]"
2,"[1.5582866e-09 5.8083220e-08 9.9999940e-01 2.2354689e-10 3.1324520e-12
 5.7128259e-14 5.5735887e-09 5.8959012e-07 1.4369032e-09 4.9223048e-10]"
3,"[1.0665291e-18 1.3635429e-09 9.8853206e-13 1.0000000e+00 1.1127281e-16
 3.5782468e-09 1.0080694e-16 1.1958605e-10 3.0785988e-13 1.0185096e-09]"
8,"[8.9557770e-06 3.1957695e-10 5.8179035e-07 2.2925005e-06 2.4461735e-07
 2.4130841e-05 3.2431376e-06 1.1018451e-09 9.9988759e-01 7.2949413e-05]"
1,"[1.7116342e-07 9.9999559e-01 2.8672977e-09 1.4238413e-08 2.4233459e-06
 6.4344896e-08 4.6502350e-08 9.9564893e-08 1.7443715e-07 1.3318041e-06]"
2,"[1.14149809e-11 5.41100720e-10 1.00000000e+00 1.24541315e-11
 3.06071053e-14 8.80243339e-18 1.90752657e-11 5.77600578e-10
 2.17383975e-11 8.11565496e-13]"
9,"[1.9038224e-07 2.9707212e-10 2.1406546e-08 5.8909166e-09 6.3136528e-04
 1.6068627e-10 2.8435965e-09 2.2759492e-07 5.3289154e-06 9.9936289e-01]"
8,"[1.9079279e-03 4.0934932e-08 1.4711308e-05 2.4244648e-05 1.8044028e-06
 2.7652542e-04 7.1985764e-06 4.7786816e-08 9.9751770e-01 2.4980871e-04]"
8,"[2.7806400e-06 2.2533846e-11 9.0249711e-07 4.2434162e-06 7.1477352e-10
 2.3126577e-05 4.6843602e-06 2.4987612e-10 9.9996376e-01 4.5698263e-07]"
7,"[1.5136811e-09 2.1751325e-09 1.4881432e-05 9.6432089e-09 2.0619294e-12
 1.1888107e-10 7.7698910e-13 9.9998498e-01 2.2129948e-10 1.2675959e-07]"
1,"[1.4046769e-07 9.9998426e-01 3.3936111e-08 5.7968652e-09 1.1114846e-05
 8.6781495e-07 6.8678958e-07 2.7367128e-07 1.2792077e-06 1.4260609e-06]"
7,"[7.3061213e-10 2.3115585e-09 1.8259132e-07 3.1948857e-09 8.5718238e-12
 2.7296557e-10 4.5535711e-13 9.9999964e-01 2.0542748e-11 7.7537244e-08]"
1,"[3.8664240e-07 9.9999487e-01 3.8079968e-08 4.5089390e-08 2.2656141e-06
 1.1515066e-07 5.2644303e-08 8.6869858e-07 4.2159104e-07 9.1303235e-07]"
1,"[1.7511042e-08 9.9999750e-01 5.7838099e-09 9.3938135e-10 2.1622923e-06
 5.3789865e-08 7.4091041e-08 5.0159095e-08 7.0645193e-08 1.2528413e-07]"
0,"[1.0000000e+00 6.0329318e-16 2.7799323e-15 4.8444867e-14 1.2874776e-16
 1.6141292e-12 5.6720982e-12 5.9335145e-15 3.9967438e-13 2.6602529e-13]"
3,"[1.0515936e-18 9.6147298e-11 9.4997502e-13 1.0000000e+00 2.3377841e-18
 2.7984450e-08 1.9855450e-16 2.3506147e-12 4.0625340e-13 5.2305569e-12]"
4,"[1.0280774e-11 1.0282077e-09 1.4314294e-09 1.2257122e-13 9.9999928e-01
 2.2382299e-13 2.9632196e-11 8.0229405e-08 2.3455513e-07 4.0309976e-07]"
2,"[8.2213097e-10 3.0166723e-07 9.9999940e-01 1.2290062e-09 2.4903688e-12
 4.0930180e-14 1.2056330e-07 1.9241777e-07 3.0724263e-09 2.7430580e-10]"
6,"[5.4819111e-08 2.3333718e-12 8.4070138e-15 5.0886818e-13 1.0726221e-08
 2.6717414e-08 9.9999988e-01 8.6190332e-14 1.7206543e-09 1.2708284e-09]"
4,"[1.9790897e-10 1.2005442e-09 5.2891540e-09 4.3635642e-12 9.9999821e-01
 2.0717504e-11 1.0050450e-10 8.7371774e-08 1.1498534e-07 1.5984573e-06]"
7,"[2.98598444e-08 1.30589649e-06 1.57667273e-06 8.40844336e-08
 1.14883647e-09 1.19418235e-08 2.99535154e-11 9.99994636e-01
 2.58679611e-09 2.35751259e-06]"
4,"[4.3582646e-12 7.7490132e-11 1.0041065e-09 7.0750955e-15 9.9999988e-01
 2.5298067e-14 3.2332307e-13 4.9389101e-08 1.6736944e-08 9.8417921e-08]"
2,"[3.1417674e-10 2.7195357e-08 9.9999988e-01 4.5231121e-09 1.1514695e-11
 3.1252667e-13 4.2732822e-09 5.5067687e-08 1.6056321e-09 1.9827100e-09]"
7,"[3.4484253e-09 1.0891257e-06 2.6471309e-07 7.3693613e-08 3.5808740e-09
 3.5807819e-11 1.5626635e-11 9.9999011e-01 2.3429395e-10 8.4361482e-06]"
4,"[4.8978933e-12 1.6165926e-07 3.5684458e-08 1.2751192e-11 9.9988687e-01
 2.1312652e-10 4.3102144e-09 2.7314301e-05 1.3913656e-07 8.5437372e-05]"
9,"[2.24364503e-11 1.06883517e-13 5.10281747e-12 2.94798942e-11
 2.17116209e-08 1.24539756e-13 6.06690940e-14 2.98839153e-09
 2.31981101e-08 1.00000000e+00]"
1,"[7.7799264e-08 9.9999523e-01 4.3098103e-09 2.7578102e-09 4.0109894e-06
 2.6008539e-08 1.3287917e-08 1.9559550e-07 9.0522143e-08 4.1931725e-07]"
0,"[1.0000000e+00 2.6008909e-12 8.7719901e-12 2.4847633e-11 3.1037981e-13
 3.5942169e-10 8.5072438e-09 5.8984729e-13 2.1790217e-10 9.3058249e-11]"
6,"[2.1662313e-08 7.3548630e-14 1.9455149e-16 5.5613652e-14 4.6827736e-10
 8.5629878e-08 9.9999988e-01 4.0477539e-16 8.3905952e-11 2.8950920e-11]"
8,"[5.8285292e-04 3.2158244e-08 1.6061791e-05 2.2431351e-04 1.4591236e-06
 3.0944166e-03 1.5060980e-05 1.8858508e-08 9.9527609e-01 7.8975229e-04]"
5,"[9.1776009e-16 8.1794610e-17 2.2940940e-14 3.0273111e-09 2.7487492e-16
 1.0000000e+00 4.1058788e-12 1.2001305e-15 3.2109656e-13 4.7447285e-10]"
5,"[1.0022608e-15 9.3978941e-16 7.8289575e-14 5.2999636e-11 3.5353930e-16
 1.0000000e+00 6.5226382e-14 6.2787625e-16 9.0210966e-15 5.1346505e-10]"
5,"[1.2946343e-15 3.6584041e-16 1.6941808e-14 5.0526738e-10 3.8718800e-16
 1.0000000e+00 1.0427910e-11 6.6423794e-16 1.7375465e-13 6.6526190e-10]"
3,"[4.6659314e-18 4.5329799e-11 4.6842949e-13 9.9999821e-01 1.2040845e-17
 1.7830496e-06 9.7143022e-16 1.4445220e-12 5.2504057e-13 3.0039787e-11]"
5,"[5.9707060e-15 2.8825677e-15 1.2378146e-13 2.7078371e-09 6.8303678e-16
 1.0000000e+00 2.1024656e-11 1.4621634e-15 3.9741368e-13 9.4297048e-10]"
9,"[1.1325825e-11 9.3529429e-15 1.3877002e-12 3.0054684e-11 5.1751123e-09
 2.0146630e-13 1.5559143e-13 4.8056807e-09 7.0431003e-09 1.0000000e+00]"
7,"[3.3947078e-10 3.5575862e-08 1.1865623e-07 2.2144775e-08 7.1389167e-10
 6.9946111e-12 5.9606394e-13 9.9999762e-01 3.1648656e-11 2.2095289e-06]"
4,"[6.3141963e-14 9.1330863e-09 7.4399251e-11 3.4423717e-14 9.9999988e-01
 1.2419798e-12 2.5249129e-11 3.1189625e-08 2.0719930e-09 1.2793345e-07]"
8,"[1.0574796e-05 1.6820507e-11 1.6165525e-06 7.7229697e-07 1.2775627e-09
 1.2896074e-06 1.0564357e-06 9.5372078e-12 9.9998450e-01 2.3857024e-07]"
5,"[2.7659561e-17 3.5393722e-17 5.8650269e-18 1.2120796e-10 6.4334911e-18
 1.0000000e+00 6.1259532e-11 2.7109252e-18 1.0356819e-13 7.2119866e-11]"
9,"[9.8073338e-10 3.4758139e-13 1.2203107e-11 3.5216760e-11 7.5246760e-07
 4.3612379e-12 2.2404271e-11 2.9865159e-08 8.9799364e-08 9.9999905e-01]"
6,"[5.4646000e-07 1.4563274e-12 2.2013134e-14 6.3660953e-13 1.1150935e-09
 5.8993174e-07 9.9999881e-01 4.2141210e-15 6.8959536e-09 3.9867391e-11]"
9,"[1.1934304e-09 1.5315160e-12 2.6579794e-11 5.9687845e-11 1.1008241e-06
 5.3080461e-12 2.7307967e-11 1.1320144e-08 4.9350734e-07 9.9999845e-01]"
3,"[3.4770881e-17 5.0683246e-11 2.4669860e-12 9.9991560e-01 1.2109409e-16
 8.4434439e-05 3.1556328e-14 2.6445198e-12 3.4466856e-11 2.4983215e-10]"
0,"[1.0000000e+00 3.2643002e-13 6.5854366e-12 7.2182753e-11 1.9326077e-12
 7.0351486e-10 3.1046927e-09 3.6993689e-12 1.8290927e-09 4.8250304e-10]"
3,"[2.7832146e-20 2.5667742e-11 7.4668927e-15 1.0000000e+00 7.9249476e-21
 1.5124725e-08 3.7140866e-17 7.2221299e-15 7.9010649e-15 2.1805784e-12]"
8,"[2.1729971e-05 8.3196422e-11 2.5385257e-04 6.4659598e-06 9.6786195e-08
 6.1786941e-06 6.6764460e-07 4.7278794e-09 9.9969792e-01 1.3154026e-05]"
9,"[5.37269361e-12 2.31725338e-13 1.11160465e-11 2.90917429e-11
 1.64968981e-08 8.60261569e-13 1.36491592e-14 1.14651408e-08
 5.52214363e-09 1.00000000e+00]"
1,"[2.36640244e-06 9.99980927e-01 3.80110805e-08 3.10297565e-09
 1.02959602e-05 1.82308298e-07 8.61098897e-07 1.16690096e-07
 8.39231745e-07 4.27812120e-06]"
8,"[2.4397346e-12 1.9903540e-15 1.1979356e-10 1.2163595e-10 9.1834933e-14
 2.1235529e-10 3.2759567e-10 4.6739792e-16 1.0000000e+00 2.3164351e-10]"
1,"[7.7679545e-07 9.9999499e-01 2.9346944e-08 5.1789275e-09 2.9655612e-06
 2.4454202e-08 3.3415165e-07 9.5901534e-08 2.7697945e-07 5.0292346e-07]"
6,"[1.7029861e-06 3.4495085e-10 1.4910812e-11 2.7233148e-11 8.7430028e-09
 6.6257360e-07 9.9999762e-01 6.6621770e-14 3.1422351e-09 2.3428498e-10]"
0,"[1.0000000e+00 3.0080674e-14 3.8476725e-13 2.1922123e-13 4.6783808e-14
 3.3705762e-12 1.8847496e-11 1.8300452e-13 7.9991231e-12 2.6169152e-11]"
0,"[9.9999917e-01 6.8760834e-13 1.9060804e-08 4.8652415e-11 1.1013098e-10
 5.7415439e-10 7.1052574e-07 4.5801755e-11 1.3085059e-07 3.4697692e-08]"
1,"[9.0731623e-07 9.9996114e-01 6.2553795e-08 1.7682209e-08 1.5883925e-05
 1.8948970e-07 1.1436679e-07 8.3897106e-07 8.9453511e-07 1.9949199e-05]"
2,"[1.79173024e-10 3.33633267e-07 9.99997854e-01 1.61321668e-06
 1.06201666e-10 4.48896025e-11 2.01043079e-07 5.99684791e-09
 2.06203787e-09 2.45676202e-10]"
3,"[1.5934814e-11 7.6451563e-08 9.8281854e-09 9.9999964e-01 4.1161766e-14
 8.6571184e-08 8.2327862e-13 1.4078539e-09 9.0804836e-10 1.9622189e-07]"
4,"[3.5640284e-12 1.2972558e-05 2.2467550e-06 5.6304050e-10 9.9935430e-01
 1.4292087e-08 1.4143129e-08 6.3029083e-04 1.5075881e-07 7.9036111e-09]"
5,"[2.1969241e-18 1.3351280e-17 1.3898979e-17 3.8434851e-09 2.1700539e-18
 1.0000000e+00 4.3136352e-14 3.9910335e-19 5.3412895e-14 8.9148425e-11]"
6,"[2.6615909e-08 1.5929721e-11 2.3453996e-11 3.7166984e-12 1.0596491e-08
 1.4029346e-06 9.9999857e-01 6.4067993e-14 5.2642664e-09 2.8480931e-09]"
7,"[6.8068752e-05 1.0983702e-03 2.7205099e-04 5.9038568e-05 3.2237945e-06
 2.0229534e-06 1.8011121e-07 9.9431545e-01 5.8903793e-06 4.1757198e-03]"
8,"[1.6611160e-11 2.5550015e-11 7.7452839e-08 3.9512830e-07 7.4765323e-09
 8.0299811e-09 3.6838190e-09 7.1509123e-13 9.9999952e-01 1.4305147e-10]"
9,"[7.7634609e-12 8.9233395e-12 1.2381207e-10 1.1718804e-10 7.4248511e-08
 5.1405035e-12 1.3704647e-13 2.8206873e-07 3.3352045e-08 9.9999964e-01]"
0,"[9.9999905e-01 1.8234624e-12 3.5949471e-10 1.0832432e-10 1.1006314e-10
 5.1984648e-09 7.7762871e-07 3.1301012e-10 2.2481270e-08 5.8450947e-08]"
1,"[1.7853485e-07 9.9997962e-01 1.1103319e-07 6.0333626e-08 1.2859420e-05
 6.2661854e-07 6.1559398e-08 1.2028087e-06 9.2112759e-07 4.3277892e-06]"
2,"[8.7714912e-11 6.9488609e-11 9.9999988e-01 7.4378890e-09 2.1085544e-14
 2.7491923e-14 1.0574443e-07 1.4980067e-10 2.0745922e-08 2.9195521e-11]"
3,"[3.6187613e-17 1.7247256e-09 1.5895084e-11 1.0000000e+00 2.2212188e-18
 1.4800554e-09 3.2234587e-17 2.3036683e-12 3.9676663e-14 9.5691018e-11]"
4,"[6.4682249e-13 1.6669824e-06 1.3546365e-07 4.3992549e-11 9.9991155e-01
 7.5086087e-10 3.6331240e-09 8.6650740e-05 2.2681249e-08 2.2108211e-09]"
5,"[2.9126543e-10 9.1012115e-11 3.0455805e-09 3.2631839e-03 6.1294575e-10
 9.9668956e-01 2.0938805e-10 4.3309445e-10 2.8769100e-06 4.4420245e-05]"
6,"[1.3019732e-09 1.3987186e-14 1.2932466e-16 1.2184910e-14 6.0380501e-10
 8.0547728e-09 1.0000000e+00 2.5789427e-16 3.2998167e-11 1.6837026e-09]"
7,"[4.0780073e-08 3.7314702e-08 2.9772934e-07 1.3213517e-08 1.4799129e-10
 9.3027781e-09 4.5528342e-12 9.9999952e-01 5.3071231e-11 1.7801356e-07]"
8,"[6.6553598e-09 4.1466905e-09 7.5601980e-07 3.4757464e-05 1.2542937e-07
 6.1229698e-06 5.5135791e-07 1.7221367e-10 9.9995744e-01 2.4285595e-07]"
9,"[1.8822378e-11 5.4698876e-12 2.4898494e-10 8.2512185e-11 3.1041648e-07
 9.3877519e-12 2.2167500e-13 8.3454374e-08 3.7616193e-08 9.9999964e-01]"
0,"[9.9999952e-01 1.2064501e-12 1.2780480e-08 4.1293088e-10 1.7090415e-10
 2.8394607e-09 3.9471325e-07 1.3479438e-10 4.1343963e-08 6.2428775e-08]"
1,"[1.8878382e-08 9.9998021e-01 1.0124643e-08 4.9695187e-10 1.1541538e-05
 9.7249515e-09 4.6931632e-09 7.4564539e-08 4.2797012e-08 8.1074704e-06]"
2,"[1.0217102e-09 6.9536004e-09 9.9999988e-01 2.2581841e-09 3.7555384e-13
 3.6454936e-14 1.4455176e-07 4.4994324e-09 1.1860982e-08 9.9887008e-11]"
3,"[2.0774794e-15 1.3644477e-10 2.9877689e-10 1.0000000e+00 5.9166701e-17
 1.7581314e-10 3.0882525e-15 3.6501592e-12 2.2367785e-11 1.1326732e-11]"
4,"[3.8256326e-13 1.2176966e-07 2.2504241e-09 1.3207360e-11 9.9954838e-01
 9.2900665e-10 3.5218167e-10 4.5140844e-04 9.7033526e-10 5.8899346e-08]"
5,"[1.6837694e-12 8.7557019e-12 1.9034045e-10 2.9834989e-04 8.8722439e-14
 9.9970168e-01 4.0825934e-10 9.8164012e-12 3.8303454e-09 9.1503072e-09]"
6,"[1.17050565e-08 5.37670819e-13 3.84429495e-14 7.75136520e-14
 3.64615421e-10 1.80587534e-07 9.99999762e-01 1.15779187e-15
 1.77597126e-09 7.90239055e-11]"
7,"[5.3450506e-08 3.2525254e-06 1.2271005e-05 2.3960774e-07 2.0946256e-08
 1.3975882e-08 2.2461960e-10 9.9997807e-01 2.6258302e-09 6.1254382e-06]"
8,"[1.64515364e-14 1.04012554e-14 5.13887489e-13 2.70411688e-12
 2.06288597e-11 2.81857315e-10 2.57867533e-10 1.08083661e-16
 1.00000000e+00 1.15668803e-12]"
9,"[6.18859353e-10 3.07917476e-11 6.06906539e-11 3.26766642e-10
 8.14570285e-07 4.42955672e-11 1.12999644e-11 3.16370468e-08
 9.70216547e-08 9.99999046e-01]"
3,"[4.61121914e-08 5.38768994e-08 1.21182870e-06 9.99951005e-01
 1.00045675e-11 4.73461369e-05 9.68659267e-12 4.06746246e-08
 1.70537440e-09 1.83613025e-07]"
5,"[9.3559828e-13 5.7746619e-13 2.8166417e-11 2.4995534e-05 1.4835538e-13
 9.9997497e-01 5.1902694e-11 8.7676849e-13 2.6537092e-10 8.3582572e-09]"
3,"[1.0925217e-17 1.4354379e-10 8.4261305e-12 1.0000000e+00 1.4167861e-18
 3.4491732e-11 4.3439301e-17 1.2833608e-13 4.6613148e-14 7.9214136e-13]"
2,"[3.0445518e-11 7.9990692e-10 9.9999988e-01 5.1121596e-08 2.2961347e-13
 1.7825447e-13 2.7311746e-08 2.2243333e-08 1.8076208e-09 1.5418874e-09]"
